fecha;PM10_µg/m3;CO_ppm;OZONO_ppb;NO_ppb;NO2_ppb;NOX_ppb;SO2_ppb;Vel Viento_m/s;Dir Viento_Grados;Temperatura_°C;HR_%;Precipitacion_mm;R_S Global_W/M²;PM2.5_µg/m3;CO2_ppm
23-12-2019 24:00;6;0.9;10.1;1.5;12.1;13.6;0.4;9;95;142;67;0;0;6;418
26-12-2019 01:00;18.8;1.1;1.9;4.3;15;19.3;0.6;6;286;136;82;0;0;8;448
26-12-2019 02:00;14.3;1.1;2.2;3;14.7;17.7;0.6;9;1;134;81;0;0;11;462
26-12-2019 03:00;10.8;1;1.4;6.3;14;20.3;0.7;7;282;129;82;0;0;6;477
26-12-2019 04:00;8.2;1;1.5;7;12;19;0.7;4;261;123;84;0;0;3;511
26-12-2019 05:00;8.2;1;1.2;8.5;11.5;20;0.7;6;9;121;85;0;0;2;533
26-12-2019 06:00;6.7;1;1.4;26.5;12.6;39.2;0.9;6;303;12;85;0;0;2;501
26-12-2019 07:00;11;1.2;4.3;43.3;13.6;56.9;1.4;1;329;132;80;0;30;5;459
26-12-2019 08:00;13.6;1.2;12.4;7.7;9.8;17.5;0.7;6;258;175;58;0;170;13.6;410
26-12-2019 09:00;10;1.3;17.4;13;9.5;22.5;0.7;8;320;192;53;0;367;8;407
26-12-2019 10:00;12.5;1.2;22;4;4.2;8.2;0.6;14;136;214;46;0;490;3;399
26-12-2019 11:00;10.6;0.8;21.6;2.4;3.7;6.1;0.5;22;191;20;50;0;342;3;396
26-12-2019 12:00;7.7;0.8;21.7;2.7;4.4;7.1;0.5;19;127;201;50;0;259;4;394
26-12-2019 13:00;5.7;0.9;20.9;3;4.1;7.1;0.5;23;148;201;51;0;344;2;394
26-12-2019 14:00;4.6;0.8;21.7;3.1;3.8;6.9;0.6;23;136;206;49;0;395;1;393
26-12-2019 15:00;5.5;0.8;21.9;2.1;3.2;5.3;0.6;23;174;204;49;0;295;1;392
26-12-2019 16:00;4.7;0.8;21.6;2.4;4.7;7.1;0.5;21;175;192;52;0;178;1;395
26-12-2019 17:00;4.2;0.8;17.7;3;7.8;10.7;0.6;21;144;177;56;0;63;1;400
26-12-2019 18:00;3.5;1;14.3;3.1;10.5;13.6;0.7;17;123;164;60;0;20;3;409
26-12-2019 19:00;3;1;10.3;3;13.6;16.7;0.6;16;128;155;65;0;0;2;414
26-12-2019 20:00;2.6;1;10.9;2.1;11.3;13.5;0.6;14;124;147;68;0;0;2;430
26-12-2019 21:00;2.7;1.1;9.8;4.1;13.2;17.3;0.6;18;121;154;65;0;0;2;413
26-12-2019 22:00;6;1;14.8;0.5;8.4;8.9;0.4;12;154;148;67;0;0;6;417
26-12-2019 23:00;4;1;11.7;1.7;10.8;12.5;0.5;18;97;147;67;0;0;4;418
26-12-2019 24:00;3.4;0.9;17.2;1.4;6.7;8.1;0.5;22;115;148;63;0;0;1;410
27-12-2019 01:00;3.9;0.8;19.5;0.2;4.4;4.5;0.4;14;109;139;64;0;0;2;417
27-12-2019 02:00;3.9;0.7;10.4;0.5;8.6;9.1;0.3;7;308;121;71;0;0;2;466
27-12-2019 03:00;3.9;0.8;5.2;2.3;12.7;15;0.5;3;295;109;77;0;0;2;466
27-12-2019 04:00;4;0.8;5.7;1.9;12;13.9;0.6;4;14;109;76;0;0;4;469
27-12-2019 05:00;5;0.8;2.4;2.3;14.2;16.4;0.5;1;43;94;81;0;0;5;489
27-12-2019 06:00;4;0.9;1.7;23.8;16.8;40.6;0.9;3;332;89;82;0;0;4;499
27-12-2019 07:00;6;1;5.9;17.2;15.7;32.9;0.8;13;107;99;79;0;25;6;454
27-12-2019 08:00;8;1.1;19;6.6;7.6;14.2;0.7;25;86;173;53;0;283;8;411
27-12-2019 09:00;4.2;0.9;24.8;3.2;3.8;7;0.4;21;131;187;46;0;428;4;401
27-12-2019 10:00;4.8;0.8;24.8;2.6;4.1;6.7;0.4;22;132;182;49;0;320;4;394
27-12-2019 11:00;5.1;0.9;23.6;2.5;3.9;6.4;0.5;31;109;183;51;0;271;5;397
27-12-2019 12:00;5.5;0.8;23.9;2.5;3.8;6.3;0.3;24;133;185;52;0;325;2;397
27-12-2019 13:00;4.5;0.8;25;2;3.6;5.6;0.4;25;125;181;53;0;282;2;397
27-12-2019 14:00;5.3;0.8;24.6;1.9;3.4;5.3;0.5;28;124;178;54;0;256;2;398
27-12-2019 15:00;5.3;0.8;23.5;2;4.1;6.1;0.5;23;144;177;53;0;211;3;397
27-12-2019 16:00;8.5;0.8;23.2;2.7;4.8;7.5;0.5;16;115;187;52;0;260;2;395
27-12-2019 17:00;6.6;0.8;21.4;3.2;5.5;8.7;0.5;11;75;212;44;0;233;6;396
27-12-2019 18:00;6;0.8;14.7;3.4;10.2;13.7;0.5;21;134;173;54;0;32;6;402
27-12-2019 19:00;4;1;6.3;8.9;17.2;26.1;0.8;22;122;151;61;0;0;4;411
27-12-2019 20:00;6;1.1;2.8;21;20.2;41.2;1.2;3;140;134;67;0;0;6;428
27-12-2019 21:00;NA;1.3;3.3;25.5;17.9;43.3;1.1;8;80;111;76;0;0;17;460
27-12-2019 22:00;8;1.2;3.4;31.6;17.7;49.3;1.2;4;174;122;70;0;0;8;450
27-12-2019 23:00;15;1.3;1.1;69.8;19.1;88.9;1.8;3;328;97;79;0;0;15;488
27-12-2019 24:00;16;1.6;1.3;73.5;18.1;91.6;1.9;3;290;88;83;0;0;16;509
30-12-2019 01:00;9.7;0.9;1.4;11;15;26;0.7;3;340;112;84;0;0;6;499
30-12-2019 02:00;13.9;0.9;2.5;3.4;13.5;16.9;0.6;9;19;112;84;0;0;8;489
30-12-2019 03:00;11.9;0.9;2.8;3.1;11.7;14.8;0.5;4;269;112;84;0;0;7;490
30-12-2019 04:00;9.1;0.9;2.6;3;11.1;14.1;0.5;4;300;106;84;0;0;4;493
30-12-2019 05:00;6.8;0.9;1.4;4.5;11.7;16.2;0.6;2;309;101;85;0;0;5;504
30-12-2019 06:00;7;0.9;2.3;18;13.6;31.6;0.7;12;19;105;85;1;0;7;494
30-12-2019 07:00;12.1;1;2.7;16.9;14.9;31.8;0.8;2;175;126;80;0;14;8;447
30-12-2019 08:00;9;1.3;2;79.6;21.5;101.1;2.1;6;309;14;74;0;96;6;453
30-12-2019 09:00;NA;1.6;5.1;57.7;24.1;81.7;1.8;18;350;168;65;0;231;31;432
30-12-2019 10:00;24;1.6;7.4;21.4;14.8;36.1;2.1;22;356;17;65;0;226;24;418
30-12-2019 11:00;22.9;1.4;13.4;13.7;13.5;27.3;1.3;14;4;199;56;0;340;14;402
30-12-2019 12:00;18.9;1.3;22.1;8.8;11.2;20;1;9;355;219;48;0;502;9;402
30-12-2019 13:00;19.6;1;24.3;4.4;6.1;10.5;0.6;1;73;238;42;0;610;6;392
30-12-2019 14:00;16.1;1;37.3;5.5;12.1;17.6;0.7;15;275;247;38;0;585;3;394
30-12-2019 15:00;15;1.1;43.9;3.5;19.6;23.1;1;33;289;203;55;0;189;15;401
30-12-2019 16:00;29;1.2;51.5;2.8;16.2;19;1.4;3;293;205;57;0;286;29;398
30-12-2019 17:00;31;1;35.4;2.3;15.3;17.6;1.1;16;272;183;64;85;114;26;401
30-12-2019 18:00;22.1;0.9;15.5;3.4;17.6;21.1;0.7;14;282;135;84;152;6;19;410
30-12-2019 19:00;17;1.1;6.2;3.2;27.4;30.6;0.8;3;77;127;85;16;0;16;438
30-12-2019 20:00;23.2;1.2;2.1;8;29.8;37.7;0.8;2;103;126;86;1;0;18;450
30-12-2019 21:00;17;1.2;5.6;3.7;23.4;27.2;0.5;2;30;12;86;0;0;14;461
30-12-2019 22:00;14;1.3;1.7;44.9;27.4;72.3;1.3;5;336;124;87;0;0;9;502
30-12-2019 23:00;18.6;1.6;1.6;71.1;26.5;97.6;1.9;2;262;129;87;0;0;17;521
30-12-2019 24:00;NA;1.7;2.4;18.8;22.3;41.1;0.9;9;352;131;87;0;0;27;452
